customerid,ordercount,totalspent
958,103,229273.14
4022,99,229268.99
4885,91,229266.33
5950,102,229263.45
7467,94,229256.99
3854,98,229252.62
5430,99,229242.80
8979,101,229221.09
263,96,229215.81
218,99,229209.94
5906,109,229206.87
9844,101,229200.20
1689,100,229197.52
820,100,229193.40
690,100,229185.02
9800,103,229175.67
1868,98,229171.67
8344,106,229158.80
9172,97,229141.91
2022,94,229133.67
5126,99,229123.06
2134,101,229122.10
9019,114,229120.80
2927,109,229120.12
6652,105,229118.81
127,95,229117.36
9147,98,229092.48
4035,113,229088.01
1911,88,229062.92
6625,101,229062.17
4981,99,229059.03
1573,94,229051.35
1563,101,229048.80
4394,98,229046.13
9068,101,229031.42
5280,105,229027.92
4781,99,229020.88
9570,100,229020.23
6145,99,229019.14
2190,96,229015.64
5363,109,229012.12
1411,102,229011.68
4047,87,229009.77
2837,99,229008.50
8877,102,228997.83
1686,102,228983.02
3130,108,228970.81
2550,106,228965.82
6117,94,228964.01
7514,101,228958.32
5895,99,228951.79
752,91,228933.77
5394,101,228932.71
663,103,228921.53
2249,108,228920.30
8347,104,228919.17
4722,105,228914.51
7169,108,228904.68
7906,92,228900.47
6672,96,228899.31
7333,100,228899.00
7311,97,228897.01
4397,103,228890.12
7806,102,228885.03
724,97,228883.91
9348,92,228883.05
4574,100,228875.14
2043,99,228849.08
1287,105,228837.80
8683,105,228829.36
982,96,228823.21
9568,97,228820.14
1344,108,228819.30
8077,97,228814.96
5352,105,228814.08
6971,101,228809.28
6954,103,228808.97
3145,101,228808.96
1881,99,228805.22
2672,108,228782.18
3524,99,228779.27
1561,103,228774.70
4677,103,228765.62
5643,91,228755.00
931,89,228751.52
9165,114,228745.70
5782,98,228740.86
3685,93,228736.96
4945,110,228726.77
5888,108,228719.47
4271,100,228711.45
775,94,228699.36
8131,99,228692.03
4565,102,228691.02
6758,100,228684.51
525,104,228666.80
4750,108,228665.34
7301,96,228654.31
8717,95,228653.51
580,94,228643.16
7360,107,228637.68
1519,94,228635.14
469,109,228604.10
5567,102,228593.59
5392,104,228591.57
8481,94,228590.82
6349,105,228590.53
9470,88,228586.54
6699,102,228583.93
9070,100,228576.15
6642,98,228557.92
2340,99,228553.30
185,114,228545.21
8086,101,228540.85
9539,93,228531.87
7118,98,228527.85
7198,103,228518.05
2816,96,228506.16
8079,100,228497.91
5217,99,228477.66
350,95,228471.07
1207,107,228468.01
9878,99,228449.45
4689,84,228440.01
591,93,228430.36
9307,105,228429.19
4877,105,228423.36
3358,90,228411.55
8436,104,228401.24
5328,98,228401.08
2906,102,228367.33
934,107,228365.42
4420,102,228360.23
6592,100,228360.05
5522,96,228351.46
9607,94,228345.28
1443,89,228340.54
880,100,228339.68
9148,102,228301.00
2272,100,228297.15
5194,104,228273.49
2365,99,228272.02
1971,93,228271.08
8184,92,228268.33
711,97,228265.87
6483,98,228264.45
6942,101,228264.00
5580,101,228249.47
223,95,228248.26
6447,99,228243.87
6730,99,228238.32
3681,110,228236.14
8751,99,228234.46
8057,106,228228.97
4166,90,228205.87
8181,102,228201.41
6389,103,228188.47
7848,97,228155.61
6863,98,228152.57
9819,98,228136.01
5454,97,228135.42
5764,102,228131.53
2895,99,228129.89
5757,96,228120.26
2275,83,228112.01
6450,104,228110.92
4754,91,228107.17
2879,114,228099.18
2996,96,228095.29
4415,98,228088.90
788,105,228088.74
3317,109,228088.48
5599,110,228087.15
3180,99,228081.40
8906,103,228066.31
5366,98,228062.91
3459,88,228051.98
3628,95,228026.55
7432,97,228025.41
4185,102,228018.42
14,99,228012.58
6092,108,228003.37
2204,105,227981.09
9259,107,227961.70
8409,97,227961.40
3103,98,227948.00
1584,98,227944.92
4686,103,227943.40
9627,97,227941.22
5018,97,227939.03
7634,107,227924.65
7182,95,227923.87
3234,96,227903.54
4502,101,227897.34
1743,107,227875.45
5239,107,227871.54
7495,101,227870.64
2754,96,227868.75
1041,95,227856.43
4489,104,227841.20
2825,95,227811.52
6989,98,227782.07
6539,104,227777.34
8512,95,227751.42
3121,96,227741.43
8745,108,227733.28
7922,95,227731.88
8767,100,227719.28
5472,98,227719.17
6892,98,227715.35
7257,104,227713.37
9066,94,227711.79
1721,102,227700.20
7184,96,227693.71
7448,95,227680.04
551,100,227679.04
1836,105,227647.68
7217,101,227645.84
7369,101,227644.98
8735,108,227641.61
7070,93,227630.84
1928,93,227620.75
440,97,227619.27
9975,101,227600.51
5191,88,227599.42
162,96,227593.85
6781,98,227587.99
2239,100,227582.93
6388,103,227582.03
7014,104,227576.37
2851,98,227570.36
1597,87,227567.26
3464,89,227561.76
616,104,227556.90
4600,93,227551.84
1071,102,227546.04
9397,86,227544.09
5860,96,227534.05
4487,101,227530.03
3406,97,227529.58
3367,101,227528.84
5152,99,227514.93
3153,94,227507.77
4625,109,227494.15
7793,98,227486.67
2845,97,227481.84
3993,104,227478.29
9083,105,227467.55
8392,97,227463.71
6480,101,227459.18
5848,97,227456.85
3142,101,227453.46
9687,99,227449.34
9803,103,227422.26
4994,97,227422.21
2802,99,227415.80
6656,111,227396.98
8369,96,227395.12
360,97,227394.79
1070,97,227382.62
5014,88,227381.35
1104,105,227360.76
693,95,227350.58
3864,97,227349.30
9746,101,227339.83
2500,95,227333.33
6937,89,227328.94
7831,100,227327.24
753,91,227325.26
9229,106,227314.20
586,105,227295.55
110,96,227293.44
826,98,227286.95
7976,95,227272.86
8832,109,227272.54
2903,97,227269.35
8170,95,227256.95
1840,110,227248.79
4060,101,227242.52
1434,104,227233.41
6838,101,227227.42
4103,101,227214.29
7297,97,227212.99
5099,104,227207.81
5281,96,227206.58
9266,98,227205.01
9077,100,227196.46
4561,93,227193.79
7569,96,227187.91
2306,86,227181.93
4320,108,227175.64
3996,100,227164.29
6082,103,227162.96
4190,107,227157.09
689,99,227156.89
2375,99,227152.77
2611,98,227151.25
8522,96,227149.55
8727,108,227144.10
9589,99,227134.94
8573,94,227134.50
3598,93,227127.14
2601,101,227113.04
9107,99,227110.28
627,92,227104.87
5378,102,227100.80
9744,98,227097.12
8820,100,227089.00
1622,103,227086.96
5632,96,227072.97
1820,97,227072.20
883,101,227070.51
4717,90,227052.95
5680,94,227051.99
4864,97,227050.10
91,106,227039.98
2854,101,227039.08
1009,97,227038.48
18,91,227035.44
3621,108,227031.82
684,97,227024.60
9862,99,227022.91
1865,103,227015.09
2651,103,227002.12
2054,89,226999.79
9691,95,226995.11
3708,95,226992.12
3249,104,226986.17
8795,100,226985.30
1734,104,226983.25
6153,96,226969.99
7455,98,226959.38
7195,101,226948.76
6990,97,226947.58
8314,98,226943.20
8315,109,226935.41
4746,98,226910.15
9880,93,226902.27
6681,112,226899.89
5254,93,226884.37
1747,100,226881.67
6956,106,226874.23
8521,103,226872.35
55,95,226870.54
4938,102,226864.15
9950,107,226860.78
6095,98,226851.78
9534,100,226842.04
3119,90,226838.71
7573,94,226820.94
6771,101,226811.33
195,100,226789.51
3606,100,226786.70
8805,99,226780.85
4719,90,226754.87
3505,106,226745.21
3917,102,226740.06
3648,87,226736.96
3731,100,226732.52
3517,108,226731.91
71,99,226731.16
4114,90,226727.28
738,95,226722.97
3274,104,226721.51
5890,98,226718.43
5629,94,226695.33
7329,109,226684.92
564,97,226684.04
7810,96,226680.63
5286,94,226665.20
1500,100,226663.30
3583,93,226636.79
8328,95,226632.22
3049,94,226613.85
9822,107,226609.25
8632,95,226601.82
3305,94,226593.67
2412,97,226593.24
3132,94,226593.21
2838,100,226585.91
3353,98,226579.97
1735,91,226575.17
2784,96,226573.70
6192,104,226565.80
1580,95,226563.36
2026,104,226544.75
6745,105,226538.11
1213,99,226533.50
9044,98,226525.37
3542,103,226523.02
7608,96,226521.64
7731,96,226513.16
843,98,226507.69
8612,107,226507.18
4037,104,226488.49
9710,96,226477.71
2439,93,226475.78
7101,102,226475.01
8599,96,226470.75
3577,97,226467.48
9870,95,226465.83
8174,100,226465.70
3213,95,226465.64
6152,102,226457.09
229,99,226456.14
3125,104,226448.78
7633,96,226442.07
3763,104,226441.92
4856,119,226432.66
763,98,226417.63
5829,104,226410.02
7612,88,226409.45
9696,102,226406.90
1870,89,226404.50
4676,97,226403.85
303,102,226377.36
3488,97,226375.91
6787,100,226364.21
8376,87,226354.17
8411,95,226352.79
2674,97,226349.69
829,88,226330.70
1006,100,226322.04
46,98,226315.48
7251,95,226305.52
5087,94,226305.44
8447,99,226297.10
593,104,226286.57
2958,101,226281.95
7285,102,226274.46
1833,99,226273.62
9292,99,226265.58
1039,99,226250.44
6376,100,226240.89
9790,106,226239.99
9126,87,226229.73
5997,92,226216.07
5027,107,226201.43
4740,101,226186.42
6140,110,226172.35
8800,112,226169.30
1495,94,226164.97
4988,93,226156.27
6746,92,226141.46
3051,93,226139.24
1757,85,226135.16
7651,96,226131.90
6493,97,226129.46
3072,108,226124.17
1444,103,226119.72
1178,96,226114.87
2420,95,226112.30
8899,92,226095.04
2020,109,226092.13
6469,94,226087.94
8232,95,226078.72
7462,92,226074.09
7095,99,226073.78
3537,98,226068.36
5167,102,226063.42
8502,109,226059.48
2864,88,226058.79
8650,103,226057.49
636,95,226050.96
5251,98,226050.72
9797,88,226047.68
4069,95,226043.87
7774,104,226039.62
8697,113,226039.20
5642,108,226038.62
623,94,226037.22
122,94,226028.55
386,93,226027.63
9210,103,226022.11
2362,94,226007.40
3897,95,225980.37
1323,100,225971.13
6204,102,225964.77
6832,100,225962.23
3567,89,225960.62
938,100,225959.11
182,96,225954.35
2778,95,225953.94
4028,101,225945.30
8791,100,225940.21
6251,109,225937.91
9011,99,225918.75
1568,97,225917.11
4168,102,225893.00
4458,99,225880.72
5877,96,225880.40
5674,95,225876.60
3184,98,225875.52
8843,105,225870.47
8931,103,225866.98
7073,101,225863.85
9827,113,225851.44
6820,103,225850.56
379,96,225835.15
2840,86,225834.71
6669,101,225833.77
5438,108,225832.14
553,93,225828.88
4328,100,225826.22
9641,101,225821.18
5672,98,225821.17
746,102,225807.47
2229,102,225779.17
9268,94,225779.06
2923,98,225779.04
397,110,225761.73
6169,95,225754.51
2193,101,225736.93
4348,93,225735.25
6371,100,225725.45
1446,94,225720.27
8817,93,225720.03
8673,99,225711.79
6364,101,225707.83
7328,98,225706.81
9719,104,225701.40
6859,99,225698.93
3555,98,225698.86
7781,95,225687.91
2447,92,225687.40
8530,107,225681.72
1565,107,225665.98
9412,100,225660.48
4558,103,225658.95
1885,98,225640.72
3163,101,225637.72
2473,96,225629.18
7726,99,225626.30
6396,99,225616.04
1643,106,225608.09
9832,106,225607.88
2552,87,225604.26
2240,87,225603.58
1536,102,225590.26
5351,101,225588.40
9121,104,225583.33
2799,100,225576.86
7496,102,225574.37
277,101,225561.53
7243,98,225558.33
7338,92,225553.67
8472,103,225549.06
8774,116,225543.34
7545,97,225538.80
1635,103,225531.36
8474,94,225530.91
8439,93,225522.35
4184,90,225516.13
1805,107,225514.27
3381,92,225513.95
4021,104,225504.42
9622,96,225491.77
8911,94,225491.37
3437,101,225487.88
4426,97,225471.47
4232,94,225469.12
9074,106,225462.40
6273,100,225459.26
4713,92,225458.84
3644,101,225450.10
2908,99,225442.25
4745,101,225429.74
2510,98,225427.34
9429,103,225426.94
7367,105,225422.69
7865,97,225412.32
4966,94,225410.75
7260,100,225409.79
4837,102,225409.45
9449,100,225407.76
8072,91,225404.63
5264,110,225404.28
5401,96,225370.86
4296,98,225370.53
5111,87,225365.88
6222,84,225363.98
4063,104,225355.04
1924,97,225346.01
8199,105,225341.87
6540,94,225326.73
4333,97,225320.79
1043,106,225306.82
613,92,225302.36
1900,101,225285.40
1851,101,225258.13
467,101,225254.81
8537,107,225251.33
7457,103,225250.85
4528,88,225240.75
3135,106,225240.63
1188,100,225235.02
3551,97,225233.67
1670,96,225222.73
3199,101,225214.57
5954,94,225212.56
5489,113,225207.56
3953,98,225207.13
1203,92,225202.50
5178,101,225185.85
9320,103,225174.46
8198,104,225173.14
2775,93,225165.54
9830,105,225157.36
2693,98,225151.84
3014,93,225134.84
991,102,225132.78
286,114,225119.51
5273,101,225112.57
248,96,225109.77
6067,96,225109.45
5898,91,225081.69
7526,106,225065.64
7916,96,225060.75
4706,93,225060.26
2933,101,225052.59
3814,108,225047.71
7229,98,225047.11
6931,105,225042.48
7340,90,225040.53
5744,98,225029.24
4940,111,225026.13
8680,87,225022.21
2282,103,225018.18
9153,88,225011.41
8748,98,225011.04
1417,99,225008.55
3292,95,225003.46
8410,100,224998.25
3443,91,224967.82
1421,99,224964.61
2841,87,224960.19
4014,102,224959.38
4859,100,224949.79
6219,100,224940.83
8826,93,224935.95
4279,110,224924.05
6646,104,224921.88
637,104,224912.19
7151,101,224871.59
3928,90,224862.50
1378,90,224859.31
3009,94,224853.93
6164,96,224836.83
3400,101,224815.40
3863,96,224814.06
6915,90,224811.82
283,98,224808.53
5097,98,224804.86
4659,95,224801.24
3357,93,224800.31
9276,94,224792.05
8178,99,224775.33
7695,102,224770.45
4259,95,224766.97
6520,94,224763.05
3991,99,224761.78
3159,109,224761.35
2329,90,224756.48
8206,104,224751.04
6789,92,224750.88
4797,95,224738.72
9884,94,224730.56
6261,109,224729.91
8286,102,224727.69
7879,100,224710.83
9523,97,224699.37
3026,100,224691.64
8802,101,224688.28
5828,90,224687.90
6728,97,224680.71
7091,96,224678.66
5301,109,224671.59
2028,95,224671.07
9399,102,224668.46
8654,102,224666.30
4527,96,224653.97
5046,111,224646.46
8249,92,224642.44
4139,100,224635.45
2633,100,224630.09
1759,102,224626.07
7630,103,224623.72
1992,111,224611.71
4965,96,224609.22
7587,104,224597.67
190,100,224595.25
3634,91,224591.53
1711,103,224588.89
9989,89,224587.02
7003,104,224569.95
3478,102,224568.97
2440,101,224560.77
159,96,224550.28
6843,99,224548.18
5357,100,224547.86
3166,88,224531.51
4590,99,224527.43
5451,97,224526.23
538,90,224521.22
8657,96,224515.23
7750,96,224511.81
5081,103,224505.72
5610,99,224482.10
483,87,224461.33
6091,93,224457.70
9205,100,224439.69
529,98,224439.57
5439,104,224434.35
8056,99,224433.39
4401,100,224431.12
8006,92,224428.44
37,94,224425.65
4511,100,224420.48
1931,94,224413.55
2928,90,224404.52
3649,96,224401.41
3495,88,224395.71
1069,100,224376.62
9405,94,224376.49
9638,97,224376.29
6696,97,224368.25
7915,97,224366.25
2231,100,224353.71
7719,103,224345.10
1602,103,224343.61
5267,92,224342.57
647,94,224340.59
4288,97,224336.86
4011,93,224336.65
6923,90,224331.71
2114,99,224317.83
9284,101,224289.61
8370,94,224281.91
5611,90,224279.31
1445,88,224269.63
4968,102,224267.78
3004,94,224266.83
1523,106,224263.70
4255,97,224263.07
4078,103,224260.49
2045,98,224256.29
7152,91,224251.91
4363,97,224233.38
6362,104,224230.03
8986,101,224214.44
959,94,224199.24
2307,94,224191.16
2667,95,224181.71
3695,98,224148.51
1975,103,224144.96
9635,92,224141.10
1961,102,224136.98
2733,96,224132.31
1684,100,224120.87
9889,101,224118.43
1112,96,224106.73
2945,96,224094.42
2062,98,224082.16
1621,110,224078.74
4370,90,224074.35
3497,104,224074.30
9831,106,224068.14
8461,108,224065.60
169,101,224057.48
8120,101,224045.83
5490,89,224039.58
2805,94,224039.41
8793,98,224026.15
5413,99,224016.26
2889,97,224000.89
6983,105,223985.76
4331,97,223984.19
4049,101,223980.89
9134,93,223974.74
6197,101,223959.68
5584,101,223958.48
1330,98,223952.12
5289,96,223933.90
5498,107,223916.75
3063,97,223905.86
532,103,223900.93
5007,91,223880.68
2341,101,223877.13
9864,101,223870.00
4551,99,223868.44
4144,100,223846.01
7607,107,223845.38
7476,94,223842.27
4564,95,223831.21
2192,111,223820.71
7388,96,223815.05
4663,98,223813.30
2902,99,223801.31
5723,99,223793.09
8720,98,223781.63
6263,104,223778.47
2608,98,223773.16
6700,93,223768.24
2515,99,223765.09
1533,93,223764.74
7207,98,223759.44
9342,101,223749.49
1774,88,223739.81
2568,92,223735.56
4849,91,223729.19
242,97,223715.22
2645,96,223708.60
8759,100,223698.25
8645,108,223696.95
4845,100,223681.67
237,91,223666.53
8490,104,223661.55
3802,94,223657.07
6012,101,223656.91
7404,99,223649.76
9896,117,223648.86
146,91,223642.53
4018,96,223631.90
78,100,223629.84
5096,102,223628.72
961,99,223624.92
1742,102,223596.65
7588,90,223594.64
1400,100,223592.34
9392,103,223592.03
1190,104,223588.48
4026,97,223583.64
2044,96,223581.94
4577,106,223574.41
6052,101,223574.39
4729,98,223562.16
5855,95,223559.91
4576,97,223553.80
2509,102,223551.26
7479,95,223549.61
6897,99,223547.96
3539,104,223546.79
2472,96,223546.40
8359,96,223539.35
6952,93,223506.07
8665,100,223498.99
4213,98,223475.31
1639,99,223470.64
7519,87,223467.99
761,108,223463.69
5511,120,223462.73
8733,102,223462.27
7553,108,223457.14
1642,90,223452.92
544,97,223451.77
3083,107,223450.72
5687,96,223440.40
7030,95,223437.84
6890,92,223433.94
2395,98,223431.41
3217,101,223429.54
5216,105,223428.48
5714,106,223414.83
1210,106,223404.22
8766,91,223400.52
1317,102,223399.89
192,113,223398.69
5909,94,223390.81
657,97,223385.87
8494,103,223383.48
7146,94,223380.82
7777,94,223363.37
8675,93,223361.66
5655,98,223341.60
3748,99,223340.16
464,98,223331.12
4753,105,223327.96
8980,103,223327.80
4526,92,223323.24
6417,105,223315.57
5618,96,223312.25
3800,96,223303.37
1948,107,223278.34
8444,104,223259.58
9216,96,223256.56
8671,99,223250.25
5108,98,223247.62
2765,95,223241.24
3289,99,223232.62
6808,101,223221.30
2187,94,223198.74
1754,101,223197.50
4466,99,223196.77
3321,100,223178.77
8084,111,223177.89
3947,103,223171.54
1199,94,223170.44
2938,93,223166.14
4846,96,223163.34
1843,100,223158.90
8104,101,223152.05
2520,101,223145.77
1794,97,223140.72
1679,92,223139.86
3818,96,223132.09
4167,100,223131.23
8554,101,223118.48
6737,95,223114.59
5665,102,223103.00
6042,91,223099.80
443,104,223088.54
5050,102,223071.83
259,91,223070.51
8807,97,223063.27
8989,91,223050.28
7646,99,223041.72
5253,92,223031.36
4833,87,223030.02
3410,99,223029.77
5492,94,223025.74
6543,96,223015.71
1021,91,223007.80
9444,99,223005.26
4799,100,222995.00
9411,94,222983.68
6451,96,222971.76
630,101,222966.96
7503,100,222962.14
1454,96,222954.48
9018,102,222946.43
9379,99,222942.65
6108,96,222940.82
1286,100,222939.12
3959,95,222929.35
7057,90,222926.17
6885,105,222913.92
3300,96,222906.89
1007,97,222903.94
3117,92,222903.03
6139,103,222894.09
8771,101,222884.22
3654,92,222881.48
9478,92,222881.31
2263,98,222869.70
4448,98,222863.07
6972,94,222857.85
7045,95,222855.68
3643,92,222854.01
3092,103,222841.04
7505,96,222834.25
3587,91,222828.63
4477,103,222827.44
410,92,222824.89
3366,98,222823.79
985,103,222821.83
8753,98,222820.82
1530,99,222818.98
341,98,222816.69
3880,105,222810.32
4758,92,222799.19
5645,99,222783.71
3895,93,222780.24
5752,102,222776.24
3901,95,222774.24
2798,106,222772.21
5541,98,222769.11
6259,92,222765.55
2882,100,222761.68
569,101,222734.25
2643,97,222712.42
6940,100,222706.19
8881,89,222701.04
4324,93,222698.69
2512,99,222685.87
5107,92,222681.69
2619,103,222681.36
7308,100,222675.76
9261,105,222672.42
7379,99,222667.03
8142,89,222664.71
6886,97,222663.48
4065,98,222654.01
4978,99,222653.60
6387,107,222641.83
6685,89,222623.60
9809,100,222620.66
5879,93,222618.89
9643,97,222616.66
9352,104,222609.69
2303,95,222600.81
6632,95,222600.53
745,94,222581.33
9551,96,222571.50
5186,96,222569.87
6009,106,222563.77
6337,112,222562.44
723,102,222559.72
6590,98,222547.69
5215,98,222538.89
2740,101,222524.18
1357,102,222522.41
3886,94,222513.57
9736,85,222502.06
862,96,222498.06
925,100,222479.97
8132,92,222477.97
7579,96,222467.54
8923,108,222467.51
5885,98,222467.45
9299,103,222456.27
999,86,222455.75
632,103,222443.96
3042,94,222441.26
5616,106,222437.06
7385,94,222433.04
8957,99,222423.08
6463,95,222422.38
8252,104,222420.34
7825,103,222404.58
8269,104,222401.34
2931,87,222398.85
8900,103,222393.79
2628,93,222393.20
6568,94,222391.76
9368,92,222390.53
3862,96,222389.31
6456,99,222383.75
426,104,222374.56
191,100,222367.80
1945,100,222356.78
2934,100,222351.29
7420,97,222331.65
6465,105,222305.65
6437,104,222300.63
5692,86,222292.70
559,97,222265.41
6576,98,222257.30
9738,95,222255.73
2971,92,222255.03
3017,100,222251.96
3284,102,222244.29
2464,105,222221.65
5495,96,222219.58
2834,95,222216.38
6021,107,222215.35
9472,93,222211.64
4931,97,222186.02
2445,89,222183.96
5269,100,222173.03
5621,99,222158.07
7267,92,222149.11
6160,101,222147.40
3126,108,222135.56
5395,101,222132.79
6682,101,222132.77
5222,93,222129.83
4668,92,222119.30
2968,99,222104.77
2245,102,222070.00
737,99,222054.41
9223,97,222047.17
9709,99,222041.09
1943,98,222036.19
9588,102,222030.56
2482,102,222026.40
4890,90,222025.43
5391,95,222009.61
8734,90,221986.99
7019,101,221983.70
859,98,221973.79
8125,91,221970.53
4942,94,221965.39
7929,94,221949.63
7948,108,221946.71
1103,95,221945.07
414,100,221940.45
2454,108,221939.80
8553,94,221938.65
6695,104,221937.34
9241,106,221931.61
8038,93,221923.88
3906,86,221912.14
1028,91,221911.77
4017,101,221910.06
7544,98,221898.29
4027,92,221889.63
6031,102,221887.96
2661,94,221884.31
4694,98,221874.76
4984,98,221861.08
8993,104,221847.16
3355,102,221844.33
9722,102,221842.65
7335,99,221833.54
9188,102,221822.03
9344,95,221815.65
5399,88,221813.41
3563,88,221811.89
1738,93,221810.41
5282,87,221809.41
7667,97,221796.83
2384,89,221796.47
7834,95,221794.89
803,101,221794.09
1518,100,221787.10
1789,95,221778.77
5894,100,221775.84
1126,106,221761.82
9735,100,221753.81
61,92,221749.44
1499,104,221742.68
804,104,221728.16
7031,97,221726.92
7307,87,221710.39
5049,101,221708.38
5846,102,221694.67
6993,91,221685.81
5932,96,221674.86
5656,90,221673.74
8950,102,221660.68
279,113,221660.49
2846,100,221659.57
181,87,221655.20
4382,97,221641.86
3538,84,221634.77
1428,107,221597.44
9267,99,221593.83
9645,101,221567.26
5710,99,221565.48
8619,96,221555.40
1211,104,221528.50
7946,100,221528.25
6040,90,221527.75
3622,96,221508.14
3325,96,221506.10
1029,95,221503.66
1221,99,221498.80
5897,89,221483.12
1461,96,221474.14
5308,104,221467.21
9042,92,221463.07
6143,90,221455.87
9991,93,221449.11
56,100,221441.27
3608,98,221437.71
4125,97,221435.88
8498,83,221425.53
4107,105,221422.42
8872,110,221409.93
6831,100,221405.55
5161,100,221378.87
9285,103,221374.60
2413,96,221357.04
3811,91,221342.76
2050,91,221338.33
8699,95,221295.40
4173,98,221288.15
4924,103,221272.34
1382,103,221262.20
3363,102,221255.44
7567,102,221249.84
6591,95,221246.27
7506,94,221232.47
694,99,221217.22
7442,98,221213.91
935,91,221213.18
3962,98,221201.77
1164,96,221194.94
2066,91,221181.46
7838,96,221181.38
8806,114,221180.50
7036,95,221176.78
9484,108,221174.10
220,95,221170.99
6236,107,221169.84
878,92,221162.52
5088,97,221151.53
2937,91,221150.88
7968,98,221147.84
7814,93,221129.21
2075,94,221099.82
7952,91,221096.18
8630,96,221081.63
4715,101,221080.58
5038,83,221080.07
453,96,221069.37
7321,98,221064.05
1562,104,221060.92
2422,95,221043.34
5866,92,221038.13
870,101,221035.51
9792,102,221022.57
3242,97,221015.12
4813,95,221013.65
8229,101,220985.38
4264,98,220984.91
2535,99,220965.64
2389,94,220949.15
1085,100,220944.64
3915,99,220939.95
9876,91,220939.07
8505,92,220931.13
5234,89,220930.39
8604,94,220928.99
4141,101,220896.93
9631,92,220895.35
1242,97,220891.57
4995,90,220888.38
59,100,220881.56
2536,88,220875.65
4068,97,220865.81
1345,99,220858.53
5193,93,220857.18
8904,109,220856.32
7082,91,220855.81
9603,84,220847.00
6969,97,220836.50
8260,91,220825.22
890,95,220820.03
5891,89,220815.09
3471,103,220808.48
7504,100,220803.28
8691,104,220796.96
9061,94,220770.06
5032,96,220765.55
1057,91,220756.56
1808,97,220755.46
1880,92,220743.49
5787,102,220725.40
2570,99,220720.64
8282,91,220712.93
8756,89,220706.66
327,98,220702.96
2382,91,220674.85
6277,97,220667.69
8364,99,220667.43
6949,106,220666.83
5661,99,220666.44
6854,106,220649.90
7786,106,220647.87
5042,100,220633.24
6755,97,220621.03
8664,105,220604.79
7102,93,220592.52
6357,99,220584.35
5709,93,220561.89
9877,100,220556.72
4604,94,220544.45
3612,100,220542.96
5946,101,220536.72
5602,105,220531.76
9045,96,220531.20
4680,102,220527.81
4584,94,220526.31
6599,95,220516.63
8963,94,220509.78
5459,87,220508.68
4361,95,220486.22
1250,96,220469.00
6899,86,220450.63
9168,106,220442.89
31,101,220439.67
2052,104,220437.95
1206,101,220432.83
6777,100,220428.40
2513,91,220421.74
780,95,220417.08
9964,94,220415.72
8353,94,220408.75
7349,96,220402.17
9450,98,220399.37
2021,99,220387.03
734,93,220384.67
2167,99,220365.12
2163,105,220361.56
5967,103,220356.06
6597,96,220349.57
3853,98,220349.11
2120,97,220347.30
9111,104,220341.85
5728,98,220340.02
8642,107,220338.49
3257,95,220333.42
2145,110,220330.10
227,95,220320.60
2998,93,220320.23
6377,94,220297.94
9182,104,220289.64
5440,94,220287.50
1258,93,220287.32
5468,105,220281.16
9211,98,220276.62
9910,96,220265.01
2351,99,220257.18
6515,104,220253.86
2613,94,220250.45
9073,89,220245.46
6624,102,220241.20
257,99,220234.27
3668,95,220228.95
2580,96,220228.94
2131,96,220228.93
9300,101,220216.98
8954,103,220215.99
1535,111,220207.39
8016,100,220174.43
1947,91,220170.85
8920,99,220138.44
9637,93,220136.67
6262,106,220135.89
9675,100,220134.72
1841,86,220124.25
8062,97,220122.38
9684,107,220108.47
2598,103,220106.90
3412,94,220095.97
1479,100,220085.05
4971,93,220077.09
4351,100,220077.04
1418,89,220067.59
8202,92,220065.50
8276,96,220063.55
3717,104,220062.58
8580,101,220057.33
9949,96,220052.86
3094,93,220052.16
1982,100,220047.91
9428,109,220047.00
6494,99,220035.92
8997,94,220031.29
4824,101,220025.36
733,87,220019.93
6115,98,220014.03
1694,99,220009.86
4579,95,220008.44
2724,100,220003.56
5783,96,219980.27
3856,97,219976.35
3361,90,219969.03
7752,97,219965.97
9525,93,219960.14
1243,105,219959.02
4217,88,219949.43
7330,90,219939.02
1586,85,219938.47
7827,98,219927.91
1915,96,219916.26
9145,86,219911.03
3154,105,219908.41
6244,91,219907.91
3470,95,219894.05
615,93,219884.15
7580,110,219872.28
6492,87,219871.02
1244,99,219867.00
5929,110,219862.43
6856,94,219852.73
8183,94,219845.43
1373,99,219830.57
2777,94,219826.58
6086,96,219820.96
264,91,219815.48
5985,90,219812.59
5376,100,219812.31
7196,105,219811.50
1547,95,219808.74
6565,101,219786.58
7485,96,219773.11
9273,95,219769.37
9754,107,219759.83
9855,102,219752.08
210,89,219745.58
1000,100,219690.61
8009,99,219683.73
1185,92,219682.17
7188,102,219674.05
2893,101,219670.37
1120,94,219669.39
9161,98,219656.97
989,98,219652.54
5211,113,219625.13
530,97,219625.11
7599,93,219610.55
3842,92,219607.45
254,105,219595.36
8013,105,219591.39
6914,90,219582.65
6821,98,219570.71
4555,97,219568.13
2880,94,219558.52
2244,95,219549.29
4672,92,219547.63
6529,88,219533.78
582,102,219533.67
1471,93,219532.95
6424,93,219523.93
4263,106,219513.83
4392,102,219511.89
3568,104,219491.36
1729,104,219489.71
5155,94,219472.99
7305,101,219463.20
9726,102,219462.59
3942,97,219457.82
6798,103,219437.31
1392,104,219425.73
1932,102,219413.82
4673,99,219406.96
4209,98,219403.48
5485,90,219400.63
1257,99,219388.07
4589,90,219378.50
